Column1;year;category;prize;prize_share;laureate_id;laureate_type;full_name;birth_date;birth_city;birth_country;sex;organization_name;organization_city;organization_country;death_date;death_city;death_country;usa_born_winner;decade;female;age;age_group
287;1955;Literature;The Nobel Prize in Literature 1955;01.01.2026;626;Individual;Halld?r Kiljan Laxness;1902-04-23;Reykjavik;Iceland;Male;;;;08.02.1998;Reykjavik;Iceland;ÀŒ∆‹;1950;ÀŒ∆‹;53.0;Adult
288;1955;Medicine;The Nobel Prize in Physiology or Medicine 1955;01.01.2026;359;Individual;Axel Hugo Theodor Theorell;1903-07-06;Link?ping;Sweden;Male;Karolinska Institutet, Nobel Medical Institute;Stockholm;Sweden;15.08.1982;Stockholm;Sweden;ÀŒ∆‹;1950;ÀŒ∆‹;52.0;Adult
289;1955;Physics;The Nobel Prize in Physics 1955;01.02.2026;63;Individual;Willis Eugene Lamb;1913-07-12;Los Angeles, CA;United States of America;Male;Stanford University;Stanford, CA;United States of America;15.05.2008;Tucson, AZ;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;42.0;Adult
290;1955;Physics;The Nobel Prize in Physics 1955;01.02.2026;64;Individual;Polykarp Kusch;1911-01-26;Blankenburg;Germany;Male;Columbia University;New York, NY;United States of America;20.03.1993;Dallas, TX;United States of America;ÀŒ∆‹;1950;ÀŒ∆‹;44.0;Adult
291;1956;Chemistry;The Nobel Prize in Chemistry 1956;01.02.2026;219;Individual;Sir Cyril Norman Hinshelwood;1897-05-19;London;United Kingdom;Male;University of Oxford;Oxford;United Kingdom;09.10.1967;London;United Kingdom;ÀŒ∆‹;1950;ÀŒ∆‹;59.0;Adult
292;1956;Chemistry;The Nobel Prize in Chemistry 1956;01.02.2026;220;Individual;Nikolay Nikolaevich Semenov;1896-04-03;Saratov;Russia;Male;Institute for Chemical Physics of the Academy of Sciences of the USSR;Moscow;Union of Soviet Socialist Republics;25.09.1986;Moscow;Union of Soviet Socialist Republics;ÀŒ∆‹;1950;ÀŒ∆‹;60.0;Adult
293;1956;Literature;The Nobel Prize in Literature 1956;01.01.2026;627;Individual;Juan Ram?n Jim?nez;1881-12-24;Moguer;Spain;Male;;;;29.05.1958;San Juan;Puerto Rico;ÀŒ∆‹;1950;ÀŒ∆‹;75.0;Senior
294;1956;Medicine;The Nobel Prize in Physiology or Medicine 1956;01.03.2026;360;Individual;Andr? Fr?d?ric Cournand;1895-09-24;Paris;France;Male;Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital;New York, NY;United States of America;19.02.1988;Great Barrington, MA;United States of America;ÀŒ∆‹;1950;ÀŒ∆‹;61.0;Adult
295;1956;Medicine;The Nobel Prize in Physiology or Medicine 1956;01.03.2026;361;Individual;Werner Forssmann;1904-08-29;Berlin;Germany;Male;Mainz University;Mainz;Federal Republic of Germany;01.06.1979;Schopfheim;West Germany (Germany);ÀŒ∆‹;1950;ÀŒ∆‹;52.0;Adult
296;1956;Medicine;The Nobel Prize in Physiology or Medicine 1956;01.03.2026;362;Individual;Dickinson W. Richards;1895-10-30;Orange, NJ;United States of America;Male;Columbia University;New York, NY;United States of America;23.02.1973;Lakeville, CT;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;61.0;Adult
297;1956;Physics;The Nobel Prize in Physics 1956;01.03.2026;65;Individual;William Bradford Shockley;1910-02-13;London;United Kingdom;Male;Semiconductor Laboratory of Beckman Instruments, Inc.;Mountain View, CA;United States of America;12.08.1989;Palo Alto, CA;United States of America;ÀŒ∆‹;1950;ÀŒ∆‹;46.0;Adult
298;1956;Physics;The Nobel Prize in Physics 1956;01.03.2026;66;Individual;John Bardeen;1908-05-23;Madison, WI;United States of America;Male;University of Illinois;Urbana, IL;United States of America;30.01.1991;Boston, MA;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;48.0;Adult
299;1956;Physics;The Nobel Prize in Physics 1956;01.03.2026;67;Individual;Walter Houser Brattain;1902-02-10;Amoy;China;Male;Bell Telephone Laboratories;Murray Hill, NJ;United States of America;13.10.1987;Seattle, WA;United States of America;ÀŒ∆‹;1950;ÀŒ∆‹;54.0;Adult
300;1957;Chemistry;The Nobel Prize in Chemistry 1957;01.01.2026;221;Individual;Lord (Alexander R.) Todd;1907-10-02;Glasgow;Scotland;Male;University of Cambridge;Cambridge;United Kingdom;10.01.1997;Cambridge;United Kingdom;ÀŒ∆‹;1950;ÀŒ∆‹;50.0;Adult
301;1957;Literature;The Nobel Prize in Literature 1957;01.01.2026;628;Individual;Albert Camus;1913-11-07;Mondovi;French Algeria (Algeria);Male;;;;04.01.1960;Sens;France;ÀŒ∆‹;1950;ÀŒ∆‹;44.0;Adult
302;1957;Medicine;The Nobel Prize in Physiology or Medicine 1957;01.01.2026;363;Individual;Daniel Bovet;1907-03-23;Neuch?tel;Switzerland;Male;Istituto Superiore di Sanit? (Chief Institute of Public Health);Rome;Italy;08.04.1992;Rome;Italy;ÀŒ∆‹;1950;ÀŒ∆‹;50.0;Adult
303;1957;Peace;The Nobel Peace Prize 1957;01.01.2026;516;Individual;Lester Bowles Pearson;1897-04-23;Toronto;Canada;Male;;;;27.12.1972;Ottawa;Canada;ÀŒ∆‹;1950;ÀŒ∆‹;60.0;Adult
304;1957;Physics;The Nobel Prize in Physics 1957;01.02.2026;68;Individual;Chen Ning Yang;1922-09-22;Hofei, Anhwei;China;Male;Institute for Advanced Study;Princeton, NJ;United States of America;;;;ÀŒ∆‹;1950;ÀŒ∆‹;35.0;Adult
305;1957;Physics;The Nobel Prize in Physics 1957;01.02.2026;69;Individual;Tsung-Dao (T.D.) Lee;1926-11-24;Shanghai;China;Male;Columbia University;New York, NY;United States of America;;;;ÀŒ∆‹;1950;ÀŒ∆‹;31.0;Adult
306;1958;Chemistry;The Nobel Prize in Chemistry 1958;01.01.2026;222;Individual;Frederick Sanger;1918-08-13;Rendcombe;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;19.11.2013;Cambridge;United Kingdom;ÀŒ∆‹;1950;ÀŒ∆‹;40.0;Adult
307;1958;Literature;The Nobel Prize in Literature 1958;01.01.2026;629;Individual;Boris Leonidovich Pasternak;1890-02-10;Moscow;Russia;Male;;;;30.05.1960;Peredelkino;Russia;ÀŒ∆‹;1950;ÀŒ∆‹;68.0;Senior
308;1958;Medicine;The Nobel Prize in Physiology or Medicine 1958;01.04.2026;364;Individual;George Wells Beadle;1903-10-22;Wahoo, NE;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;09.06.1989;Pomona, CA;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;55.0;Adult
309;1958;Medicine;The Nobel Prize in Physiology or Medicine 1958;01.04.2026;365;Individual;Edward Lawrie Tatum;1909-12-14;Boulder, CO;United States of America;Male;Rockefeller Institute for Medical Research;New York, NY;United States of America;05.11.1975;New York, NY;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;49.0;Adult
310;1958;Medicine;The Nobel Prize in Physiology or Medicine 1958;01.02.2026;366;Individual;Joshua Lederberg;1925-05-23;Montclair, NJ;United States of America;Male;University of Wisconsin;Madison, WI;United States of America;02.02.2008;New York, NY;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;33.0;Adult
311;1958;Peace;The Nobel Peace Prize 1958;01.01.2026;517;Individual;Georges Pire;1910-02-10;Dinant;Belgium;Male;;;;30.01.1969;Leuven;Belgium;ÀŒ∆‹;1950;ÀŒ∆‹;48.0;Adult
312;1958;Physics;The Nobel Prize in Physics 1958;01.03.2026;70;Individual;Pavel Alekseyevich Cherenkov;1904-07-28;Novaya Chigla;Russia;Male;P.N. Lebedev Physical Institute;Moscow;Union of Soviet Socialist Republics;06.01.1990;;Union of Soviet Socialist Republics;ÀŒ∆‹;1950;ÀŒ∆‹;54.0;Adult
313;1958;Physics;The Nobel Prize in Physics 1958;01.03.2026;71;Individual;Igor Yevgenyevich Tamm;1895-07-08;Vladivostok;Russia;Male;University of Moscow;Moscow;Union of Soviet Socialist Republics;12.04.1971;Moscow;Union of Soviet Socialist Republics (Russia);ÀŒ∆‹;1950;ÀŒ∆‹;63.0;Adult
314;1958;Physics;The Nobel Prize in Physics 1958;01.03.2026;721;Individual;Il?ja Mikhailovich Frank;1908-10-23;Leningrad (Saint Petersburg);Russia;Male;University of Moscow;Moscow;Union of Soviet Socialist Republics;22.06.1990;Moscow;Union of Soviet Socialist Republics (Russia);ÀŒ∆‹;1950;ÀŒ∆‹;50.0;Adult
315;1959;Chemistry;The Nobel Prize in Chemistry 1959;01.01.2026;223;Individual;Jaroslav Heyrovsky;1890-12-20;Prague;Austria-Hungary (Czech Republic);Male;Polarographic Institute of the Czechoslovak Academy of Science;Prague;Czechoslovakia;27.03.1967;Prague;Czechoslovakia;ÀŒ∆‹;1950;ÀŒ∆‹;69.0;Senior
316;1959;Literature;The Nobel Prize in Literature 1959;01.01.2026;630;Individual;Salvatore Quasimodo;1901-08-20;Modica;Italy;Male;;;;14.06.1968;Naples;Italy;ÀŒ∆‹;1950;ÀŒ∆‹;58.0;Adult
317;1959;Medicine;The Nobel Prize in Physiology or Medicine 1959;01.02.2026;367;Individual;Severo Ochoa;1905-09-24;Luarca;Spain;Male;New York University, College of Medicine;New York, NY;United States of America;01.11.1993;Madrid;Spain;ÀŒ∆‹;1950;ÀŒ∆‹;54.0;Adult
318;1959;Medicine;The Nobel Prize in Physiology or Medicine 1959;01.02.2026;368;Individual;Arthur Kornberg;1918-03-03;Brooklyn, NY;United States of America;Male;Stanford University;Stanford, CA;United States of America;26.10.2007;Stanford, CA;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;41.0;Adult
319;1959;Peace;The Nobel Peace Prize 1959;01.01.2026;518;Individual;Philip J. Noel-Baker;1889-11-01;London;United Kingdom;Male;;;;08.10.1982;London;United Kingdom;ÀŒ∆‹;1950;ÀŒ∆‹;70.0;Senior
320;1959;Physics;The Nobel Prize in Physics 1959;01.02.2026;72;Individual;Emilio Gino Segr?;1905-02-01;Tivoli;Italy;Male;University of California;Berkeley, CA;United States of America;22.04.1989;Lafayette, CA;United States of America;ÀŒ∆‹;1950;ÀŒ∆‹;54.0;Adult
321;1959;Physics;The Nobel Prize in Physics 1959;01.02.2026;73;Individual;Owen Chamberlain;1920-07-10;San Francisco, CA;United States of America;Male;University of California;Berkeley, CA;United States of America;28.02.2006;Berkeley, CA;United States of America;»—“»Õ¿;1950;ÀŒ∆‹;39.0;Adult
322;1960;Chemistry;The Nobel Prize in Chemistry 1960;01.01.2026;224;Individual;Willard Frank Libby;1908-12-17;Grand Valley, CO;United States of America;Male;University of California;Los Angeles, CA;United States of America;08.09.1980;Los Angeles, CA;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;52.0;Adult
323;1960;Literature;The Nobel Prize in Literature 1960;01.01.2026;631;Individual;Saint-John Perse;1887-05-31;Pointe-?-Pitre;Guadeloupe Island;Male;;;;20.09.1975;Presqu'?le-de-Giens;France;ÀŒ∆‹;1960;ÀŒ∆‹;73.0;Senior
324;1960;Medicine;The Nobel Prize in Physiology or Medicine 1960;01.02.2026;369;Individual;Sir Frank Macfarlane Burnet;1899-09-03;Traralgon;Australia;Male;Walter and Eliza Hall Institute for Medical Research;Melbourne;Australia;31.08.1985;Melbourne;Australia;ÀŒ∆‹;1960;ÀŒ∆‹;61.0;Adult
325;1960;Medicine;The Nobel Prize in Physiology or Medicine 1960;01.02.2026;370;Individual;Peter Brian Medawar;1915-02-28;Rio de Janeiro;Brazil;Male;University College;London;United Kingdom;02.10.1987;London;United Kingdom;ÀŒ∆‹;1960;ÀŒ∆‹;45.0;Adult
326;1960;Peace;The Nobel Peace Prize 1960;01.01.2026;519;Individual;Albert John Lutuli;1898-01-01;Bulawayo;Southern Rhodesia (Zimbabwe);Male;;;;21.07.1967;Stanger;South Africa;ÀŒ∆‹;1960;ÀŒ∆‹;62.0;Adult
327;1960;Physics;The Nobel Prize in Physics 1960;01.01.2026;74;Individual;Donald Arthur Glaser;1926-09-21;Cleveland, OH;United States of America;Male;University of California;Berkeley, CA;United States of America;28.02.2013;Berkeley, CA;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;34.0;Adult
328;1961;Chemistry;The Nobel Prize in Chemistry 1961;01.01.2026;225;Individual;Melvin Calvin;1911-04-08;St. Paul, MN;United States of America;Male;University of California;Berkeley, CA;United States of America;08.01.1997;Berkeley, CA;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;50.0;Adult
329;1961;Literature;The Nobel Prize in Literature 1961;01.01.2026;633;Individual;Ivo Andric;1892-10-10;Dolac;Bosnia (Bosnia and Herzegovina);Male;;;;13.03.1975;Belgrade;Yugoslavia (Serbia);ÀŒ∆‹;1960;ÀŒ∆‹;69.0;Senior
330;1961;Medicine;The Nobel Prize in Physiology or Medicine 1961;01.01.2026;371;Individual;Georg von B?k?sy;1899-06-03;Budapest;Hungary;Male;Harvard University;Cambridge, MA;United States of America;13.06.1972;Honolulu, HI;United States of America;ÀŒ∆‹;1960;ÀŒ∆‹;62.0;Adult
331;1961;Peace;The Nobel Peace Prize 1961;01.01.2026;520;Individual;Dag Hjalmar Agne Carl Hammarskj?ld;1905-07-29;J?nk?ping;Sweden;Male;;;;18.09.1961;Ndola;Northern Rhodesia (Zambia);ÀŒ∆‹;1960;ÀŒ∆‹;56.0;Adult
332;1961;Physics;The Nobel Prize in Physics 1961;01.02.2026;75;Individual;Robert Hofstadter;1915-02-05;New York, NY;United States of America;Male;Stanford University;Stanford, CA;United States of America;17.11.1990;Stanford, CA;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;46.0;Adult
333;1961;Physics;The Nobel Prize in Physics 1961;01.02.2026;76;Individual;Rudolf Ludwig M?ssbauer;1929-01-31;Munich;Germany;Male;Technical University;Munich;Federal Republic of Germany;14.09.2011;;;ÀŒ∆‹;1960;ÀŒ∆‹;32.0;Adult
334;1962;Chemistry;The Nobel Prize in Chemistry 1962;01.02.2026;226;Individual;Max Ferdinand Perutz;1914-05-19;Vienna;Austria;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;06.02.2002;Cambridge;United Kingdom;ÀŒ∆‹;1960;ÀŒ∆‹;48.0;Adult
335;1962;Chemistry;The Nobel Prize in Chemistry 1962;01.02.2026;227;Individual;John Cowdery Kendrew;1917-03-24;Oxford;United Kingdom;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;23.08.1997;Cambridge;United Kingdom;ÀŒ∆‹;1960;ÀŒ∆‹;45.0;Adult
336;1962;Literature;The Nobel Prize in Literature 1962;01.01.2026;634;Individual;John Steinbeck;1902-02-27;Salinas, CA;United States of America;Male;;;;20.12.1968;New York, NY;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;60.0;Adult
337;1962;Medicine;The Nobel Prize in Physiology or Medicine 1962;01.03.2026;372;Individual;Francis Harry Compton Crick;1916-06-08;Northampton;United Kingdom;Male;MRC Laboratory of Molecular Biology;Cambridge;United Kingdom;28.07.2004;San Diego, CA;United States of America;ÀŒ∆‹;1960;ÀŒ∆‹;46.0;Adult
338;1962;Medicine;The Nobel Prize in Physiology or Medicine 1962;01.03.2026;373;Individual;James Dewey Watson;1928-04-06;Chicago, IL;United States of America;Male;Harvard University;Cambridge, MA;United States of America;;;;»—“»Õ¿;1960;ÀŒ∆‹;34.0;Adult
339;1962;Medicine;The Nobel Prize in Physiology or Medicine 1962;01.03.2026;374;Individual;Maurice Hugh Frederick Wilkins;1916-12-15;Pongaroa;New Zealand;Male;London University;London;United Kingdom;05.10.2004;London;United Kingdom;ÀŒ∆‹;1960;ÀŒ∆‹;46.0;Adult
340;1962;Peace;The Nobel Peace Prize 1962;01.01.2026;217;Individual;Linus Carl Pauling;1901-02-28;Portland, OR;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;19.08.1994;Big Sur, CA;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;61.0;Adult
341;1962;Physics;The Nobel Prize in Physics 1962;01.01.2026;77;Individual;Lev Davidovich Landau;1908-01-22;Baku;Russian Empire (Azerbaijan);Male;Academy of Sciences;Moscow;Union of Soviet Socialist Republics;01.04.1968;Moscow;Union of Soviet Socialist Republics (Russia);ÀŒ∆‹;1960;ÀŒ∆‹;54.0;Adult
342;1963;Chemistry;The Nobel Prize in Chemistry 1963;01.02.2026;228;Individual;Karl Ziegler;1898-11-26;Helsa;Germany;Male;Max-Planck-Institut f?r Kohlenforschung (Max-Planck-Institute for Carbon Research);M?lheim/Ruhr;Federal Republic of Germany;12.08.1973;M?lheim;West Germany (Germany);ÀŒ∆‹;1960;ÀŒ∆‹;65.0;Senior
343;1963;Chemistry;The Nobel Prize in Chemistry 1963;01.02.2026;229;Individual;Giulio Natta;1903-02-26;Imperia;Italy;Male;Institute of Technology;Milan;Italy;02.05.1979;Bergamo;Italy;ÀŒ∆‹;1960;ÀŒ∆‹;60.0;Adult
344;1963;Literature;The Nobel Prize in Literature 1963;01.01.2026;635;Individual;Giorgos Seferis;1900-03-13;Smyrna (Izmir);Ottoman Empire (Turkey);Male;;;;20.09.1971;Athens;Greece;ÀŒ∆‹;1960;ÀŒ∆‹;63.0;Adult
345;1963;Medicine;The Nobel Prize in Physiology or Medicine 1963;01.03.2026;375;Individual;Sir John Carew Eccles;1903-01-27;Melbourne;Australia;Male;Australian National University;Canberra;Australia;02.05.1997;Contra;Switzerland;ÀŒ∆‹;1960;ÀŒ∆‹;60.0;Adult
346;1963;Medicine;The Nobel Prize in Physiology or Medicine 1963;01.03.2026;376;Individual;Alan Lloyd Hodgkin;1914-02-05;Banbury;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;20.12.1998;Cambridge;United Kingdom;ÀŒ∆‹;1960;ÀŒ∆‹;49.0;Adult
347;1963;Medicine;The Nobel Prize in Physiology or Medicine 1963;01.03.2026;377;Individual;Andrew Fielding Huxley;1917-11-22;Hampstead;United Kingdom;Male;University College;London;United Kingdom;30.05.2012;Grantchester;United Kingdom;ÀŒ∆‹;1960;ÀŒ∆‹;46.0;Adult
348;1963;Peace;The Nobel Peace Prize 1963;01.02.2026;482;Organization;Comit? international de la Croix Rouge (International Committee of the Red Cross);;;;;;;;;;;ÀŒ∆‹;1960;ÀŒ∆‹;;Senior
349;1963;Peace;The Nobel Peace Prize 1963;01.02.2026;523;Organization;Ligue des Soci?t?s de la Croix-Rouge (League of Red Cross Societies);;;;;;;;;;;ÀŒ∆‹;1960;ÀŒ∆‹;;Senior
350;1963;Physics;The Nobel Prize in Physics 1963;01.02.2026;78;Individual;Eugene Paul Wigner;1902-11-17;Budapest;Austria-Hungary (Hungary);Male;Princeton University;Princeton, NJ;United States of America;01.01.1995;Princeton, NJ;United States of America;ÀŒ∆‹;1960;ÀŒ∆‹;61.0;Adult
351;1963;Physics;The Nobel Prize in Physics 1963;01.04.2026;79;Individual;Maria Goeppert Mayer;1906-06-28;Kattowitz (Katowice);Germany (Poland);Female;University of California;San Diego, CA;United States of America;20.02.1972;San Diego, CA;United States of America;ÀŒ∆‹;1960;»—“»Õ¿;57.0;Adult
352;1963;Physics;The Nobel Prize in Physics 1963;01.04.2026;80;Individual;J. Hans D. Jensen;1907-06-25;Hamburg;Germany;Male;University of Heidelberg;Heidelberg;Federal Republic of Germany;11.02.1973;Heidelberg;West Germany (Germany);ÀŒ∆‹;1960;ÀŒ∆‹;56.0;Adult
353;1964;Chemistry;The Nobel Prize in Chemistry 1964;01.01.2026;230;Individual;Dorothy Crowfoot Hodgkin;1910-05-12;Cairo;Egypt;Female;University of Oxford, Royal Society;Oxford;United Kingdom;29.07.1994;Shipston-on-Stour;United Kingdom;ÀŒ∆‹;1960;»—“»Õ¿;54.0;Adult
354;1964;Literature;The Nobel Prize in Literature 1964;01.01.2026;637;Individual;Jean-Paul Sartre;1905-06-21;Paris;France;Male;;;;15.04.1980;Paris;France;ÀŒ∆‹;1960;ÀŒ∆‹;59.0;Adult
355;1964;Medicine;The Nobel Prize in Physiology or Medicine 1964;01.02.2026;378;Individual;Konrad Bloch;1912-01-21;Neisse (Nysa);Germany (Poland);Male;Harvard University;Cambridge, MA;United States of America;15.10.2000;Burlington, MA;United States of America;ÀŒ∆‹;1960;ÀŒ∆‹;52.0;Adult
356;1964;Medicine;The Nobel Prize in Physiology or Medicine 1964;01.02.2026;379;Individual;Feodor Lynen;1911-04-06;Munich;Germany;Male;Max-Planck-Institut f?r Zellchemie;Munich;Federal Republic of Germany;06.08.1979;Munich;Germany;ÀŒ∆‹;1960;ÀŒ∆‹;53.0;Adult
357;1964;Peace;The Nobel Peace Prize 1964;01.01.2026;524;Individual;Martin Luther King Jr.;1929-01-15;Atlanta, GA;United States of America;Male;;;;04.04.1968;Memphis, TN;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;35.0;Adult
358;1964;Physics;The Nobel Prize in Physics 1964;01.02.2026;81;Individual;Charles Hard Townes;1915-07-28;Greenville, SC;United States of America;Male;Massachusetts Institute of Technology (MIT);Cambridge, MA;United States of America;27.01.2015;Berkeley, CA;United States of America;»—“»Õ¿;1960;ÀŒ∆‹;49.0;Adult
359;1964;Physics;The Nobel Prize in Physics 1964;01.04.2026;82;Individual;Nicolay Gennadiyevich Basov;1922-12-14;Usman;Union of Soviet Socialist Republics (Russia);Male;P.N. Lebedev Physical Institute;Moscow;Union of Soviet Socialist Republics;01.07.2001;Moscow;Russia;ÀŒ∆‹;1960;ÀŒ∆‹;42.0;Adult
